OLTP Datasource,Version,Datasource Type,Application Component,Delta,Real Time,EXMETHOD,Table For Extraction,Extractor Structure,Last Changed By ,Last Changed Date,Last Changed Time,TXTSH,TXTMD,TXTLG
0MATERIAL_CDTH_CMHIER,A,HIER,IS-R-IO,,,F1,CMBW_HIERY_TRANSFER_CDTH,ROHIEROS,BEST,20.03.2025,16:30:41,CDT Extraction,CDT Extraction,Category Management: CDT Hierarchy Extractor
0MATERIAL_CDTH_CMHIER,D,HIER,IS-R-IO,,,F1,CMBW_HIERY_TRANSFER_CDTH,ROHIEROS,SAP,09.09.2002,13:52:15,CDT Extraction,CDT Extraction,Category Management: CDT Hierarchy Extractor
0VER_SBOOK_TRAN,D,TRAN,0VERIFICATION-DATA,AIE,X,CO,CL_RODPS_DS_DB_CURSOR_FACTORY,ROXBYA0013,SAP,29.09.2010,14:49:58,Flight Booking,Single Flight Booking,Single Flight Booking (SBOOK Table)
0CCMS_SLA_LIMIT_DBTAB,D,TRAN,PI_BASIS,,,V,CCMSBIAVLREPCF,CCMSBIAVLREPCF,SAP,18.07.2012,14:00:59,SLA Limits,Limits for CCMS Reporting (CPH Data),SLA Limits for CCMS Reporting (CPH Data)
0CCMS_AVAIL_SETTINGS,D,TRAN,PI_BASIS,,,V,CCMSBIAVAILDOWNT,CCMSBIAVAILDOWNT,SAP,18.07.2012,14:00:58,Avail. Settings,Individual Availability Settings,Individual Availability Downtime and Limit Settings
0CCMS_WEBAS_STATREC_DATA,D,SEGM,PI_BASIS,,,FS,CCMSBI_WEBAS_STATREC_EXTRACT,CCMSBI_WASTAT_EXTRSTR,SAP,19.04.2005,10:07:51,WebAS Kernel Stat.,WebAS Kernel Statistic Data,WebAS Kernel Statistic Data
0CCMS_SYSDATA,D,TRAN,PI_BASIS,,,F2,CCMSBI_SYSDATA_EXTRACT,CCMSBI_SYSDATA_EXT_STR,SAP,17.11.2005,11:47:55,CCMS System Data,CCMS System Data,CCMS System Data
0CCMS_SELOPTION,D,TEXT,PI_BASIS,,,F1,CCMSBI_SELOPTION_EXTRACT,CCMSBI_SELOPT_EXT_STR,SAP,18.07.2012,14:00:58,Selection Options,CCMS Selection Options,CCMS Selection Options for CPH and Statistics
0CCMS_MTE_TDEP_MASTER_DATA,D,ATTR,PI_BASIS,AIE,,F1,CCMSBI_MTE_TIMEDEP_MD_EXTRACT,CCMSBI_MTE_TIMD_MD_EXT_STR,SAP,12.03.2004,11:26:39,CCMS: Time-Dep. MD,CCMS: MTE's Time-Dep. MD,CCMS: MTE's Time-Dependent Master Data
0CCMS_MTE_STATIC_MASTER_DATA,D,ATTR,PI_BASIS,,,F2,CCMSBI_MTE_STATIC_MD_EXTRACTOR,CCMSBI_MTE_STAT_MD_EXT_STR,SAP,27.10.2003,11:30:17,CCMS: Static MD,CCMS: MTE's Static MD,CCMS: MTE's Static Master Data
0CCMS_DSR_DATA,D,SEGM,PI_BASIS,,,FS,CCMSBI_DSR_EXTRACT,CCMSBI_DSR_EXTSTR,SAP,14.03.2006,17:34:28,DSR,DSR Statistics,Distributed Statistics Records
0CCMS_DOWNTIMES,D,TRAN,PI_BASIS,,,F1,CCMSBI_DOWNTIMES_EXTRACTOR,CCMSBI_DOWNTIME,SAP,14.09.2007,13:33:08,Downtimes,CCMS: Planned Downtimes,CCMS: Planned Downtimes of a System
0CCMS_CPH_LIFETIME_DATA,D,TRAN,PI_BASIS,,,F2,CCMSBI_CPH_REORGDATA_EXTRACTOR,CCMSBI_CPH_REORG_EXTRSTR,SAP,07.10.2003,16:48:41,CCMS: CPH Reorgdata,CCMS: CPH Reorganizations data,CCMS: CPH Reorganizations data
0CCMS_CPH_ONLINE_DATA,D,TRAN,PI_BASIS,,,F1,CCMSBI_CPH_ONLINE_DATA_EXTR,CCMSBI_CPH_ONLINE_EXTRSTR,SAP,19.11.2003,09:32:48,CCMS:CPH Online Data,CCMS: Extraktor for CPH Online Data,CCMS: Extraktor for CPH Online Data
0CCMS_CPH_DATA,D,TRAN,PI_BASIS,AIE,,F1,CCMSBI_CPH_DATA_EXTRACTOR,CCMSBI_CPH_EXTRACT_STRUCT,SAP,19.06.2005,20:47:32,CCMS: CPH Data,CCMS: Extraction of CPH Data,CCMS: DataSource for the Extraction of CPH Data
0CCMS_CPH_DATA_COPY_700,D,TRAN,PI_BASIS,AIE,,F1,CCMSBI_CPH_DATA_EXTRACTOR,CCMSBI_CPH_EXTRACT_STRUCT,SAP,19.06.2005,20:38:59,CCMS:CPH Data,CCMS: Extraction of CPH Data (Copy),CCMS: DataSource for Extraction of CPH Data (Copy)
0CCMS_CPH_DATA_DELTA_REPEAT,D,TRAN,PI_BASIS,,,F1,CCMSBI_CPH_DATA_DELTA_REPEAT,CCMSBI_CPH_EXTRACT_STRUCT,SAP,17.06.2005,17:35:28,CPH Data:DeltaRepeat,CPH Data: Delta Repeat Only,CPH Data: FULL Update DataSource That Executes Delta Repeat
0CCMS_CPH_DATA_DELTA_INIT,D,TRAN,PI_BASIS,,,F1,CCMSBI_CPH_DATA_DELTA_INIT,CCMSBI_CPH_EXTRACT_STRUCT,SAP,19.06.2005,20:48:38,CPH Data: Delta Init,CPH Data: Delta Init Only,CPH Data: FULL Update DataSource That Executes Delta Init
0CCMS_CPH_DATA_DELTA_ONLY,D,TRAN,PI_BASIS,,,F1,CCMSBI_CPH_DATA_DELTA,CCMSBI_CPH_EXTRACT_STRUCT,SAP,19.06.2005,20:51:21,CPH Data: Delta Only,CPH Data: Delta Only,CPH Data: FULL Update DataSource That Only Delivers Delta
0CCMS_ASR_DATA,D,SEGM,PI_BASIS,,,FS,CCMSBI_ASR_EXTRACT,CCMSBI_ASR_EXTSTR,SAP,17.10.2006,15:04:07,ABAP Statistics Data,ABAP Stats Aggregates and Single Records,ABAP Statistics Aggregates and Single Records
0CCMS_WEBAS_APPL_STATREC_DATA,D,SEGM,PI_BASIS,,,FS,CCMSBI_APPL_STATREC_EXTRACT,CCMSBI_WASTAT_EXTRSTR,SAP,23.01.2006,09:37:24,WebAs Applic. Stat.,WebAs Application Statistics Data,WebAs Application Statistics Data
0REGION_TEXT,D,TEXT,0CA_GD-IO,,,V,BWV_T005U,BWE_T005U,SAP,24.06.2010,14:33:46,Region,Region,"Region (State, Province, County)"
0COUNTRY_TEXT,D,TEXT,0CA_GD-IO,,,V,BWV_T005T,BWE_T005T,SAP,24.06.2010,14:33:13,Country,Country,Country
0FS_BP_BANK_DATA,D,ATTR,0FS_BP,AIM,,V,BUT0BANK,BUT0BANK,SAP,11.01.2011,14:22:03,Bank Data,Business Partner: Bank Data,Business Partner: Bank Data
0BP_UNAME_46C_ATTR,D,ATTR,0CA_BP-IO,,,F1,BUPA_UNAME_EXTRACT_BW_46C,BUS_BP_UNAME_BW_46C,SAP,28.08.2002,14:24:16,Obsolete,Obsolete -> 0BP_UNAME_ORGUNIT_ATTR,Obsolete -> Use 0BP_UNAME_ORGUNIT_ATTR
0BP_UNAME_ORGUNIT_ATTR,D,ATTR,0CA_BP-IO,,,F1,BUPA_UNAME_EXTRACT_BW_46C,BUS_BP_UNAME_BW_46C,SAP,20.08.2003,08:34:57,BP: User/Org. Unit,BP: User Name/Organizational Unit,BP: User Name/Organizational Unit
0BP_STATUS_ATTR,D,ATTR,0CA_BP-IO,AIM,,F1,BUPA_STATUS_EXTRACT_BW_KAPX,BUS_STATUS_BW_KAPX,SAP,01.02.2005,08:13:45,BP: Status,BP: Status,BP: Status
0BP_RELTYPES_TEXT,D,TEXT,0CA_BP-IO,,,F1,BUPA_RELTP_TEXT_EXTRACT_BW,BUS_BP_RELTYPES_BW,SAP,28.08.2002,14:34:30,BP: Rel.Categories,BP: Relationship Categories,BP: Relationship Categories
0BP_RELDIR_TEXT,D,TEXT,0CA_BP-IO,,,D,BUPA_RELDIR_BW,ROTEXTSTR1,SAP,28.08.2002,14:34:11,BP: Rel. Directions,BP: Directions of Relationships,BP: Directions of Relationships
0BP_RELATIONS_ATTR,D,ATTR,0CA_BP-IO,AIM,,F1,BUPA_RELATIONS_EXTRACT_BW_D,BUS_BP_RELATIONS_BW_470,SAP,01.02.2005,16:11:53,BP: Relationships,BP: Relationships,BP: Relationships
0BP_RELATIONS_470_ATTR,D,ATTR,0CA_BP-IO,AIM,,F1,BUPA_RELATIONS_EXTRACT_BW_470,BUS_BP_RELATIONS_BW_470,SAP,01.02.2005,08:22:04,Obsolete,Obsolete -> 0BP_RELATIONS_ATTR,Obsolete -> Use 0BP_RELATIONS_ATTR
0BP_RELATIONS_46BC_ATTR,D,ATTR,0CA_BP-IO,E,,F1,BUPA_RELATIONS_EXTRACT_BW_46,BUS_BP_RELATIONS_BW_46BC,SAP,28.08.2002,14:33:05,Obsolete,Obsolete -> 0BP_RELATIONS_ATTR,Obsolete -> Use 0BP_RELATIONS_ATTR
0BPARTNER_HIER,D,HIER,0CA_BP-IO,,,F1,BUPA_HIERARCHY_BW_TRANSFER,ROHIEROS,SAP,15.08.2003,13:27:53,SAP BP:Grp Hierarchy,SAP BP: Group Hierarchy,SAP BP: Group Hierarchy (for Current Date)
0BPARTNER_NAME_HIER,D,HIER,0CA_BP-IO,,,F1,BUPA_HIERARCHY_BW_TRANSFER,ROHIEROS,SAP,15.08.2003,13:28:14,SAP-BP:Grp Hierarchy,SAP BP: Group Hierarchy,SAP BP: Group Hierarchy (Name Time-Dependent)
0BPARTNER_STRUCT_HIER,D,HIER,0CA_BP-IO,,,F1,BUPA_HIERARCHY_BW_TRANSFER,ROHIEROS,SAP,15.08.2003,13:28:27,SAP BP:Grp Hierarchy,SAP BP: Group Hierarchy,SAP BP: Group Hierarchy (Structure Time-Dependent)
0BP_GRP_HIER,D,HIER,0CA_BP-IO,,,F1,BUPA_HIERARCHY_BW_TRANSFER,ROHIEROS,SAP,15.08.2003,13:29:04,SAP BP:Grp Hierarchy,SAP BP: Group Hierarchy Without Partner,SAP BP: Group Hierarchy (for Current Date) Without Partner
0BP_GRP_NAME_HIER,D,HIER,0CA_BP-IO,,,F1,BUPA_HIERARCHY_BW_TRANSFER,ROHIEROS,SAP,15.08.2003,13:28:53,SAP BP:Grp Hierarchy,SAP BP: Group Hierarchy Without Partner,SAP BP:Group Hierarchy (Name Time-Dependent) Without Partner
0BP_GRP_STRUCT_HIER,D,HIER,0CA_BP-IO,,,F1,BUPA_HIERARCHY_BW_TRANSFER,ROHIEROS,SAP,15.08.2003,13:28:42,SAP BP:Grp Hierarchy,SAP BP: Group Hierarchy Without Partner,SAP BP:Group Hierarchy (Structure Time-Dep.) Without Partner
0BP_DEF_ADDRESS_ATTR,D,ATTR,0CA_BP-IO,AIM,,F1,BUPA_DEF_ADDRESS_BW,BUS_PARTNER_ADDRESS_BW,SAP,01.02.2005,08:12:50,BP Standard Address,SAP BP: BP Standard Address Extraction,SAP BP: BP Standard Address Extraction
0BPARTNER_TEXT,D,TEXT,0CA_BP-IO,AIM,,F1,BUPA_CENTRAL_TEXT_EXTRACT_BW,BUS_TEXT_BW,SAP,01.02.2005,08:11:04,BP Texts,BP Texts,SAP BP: DataSource for Business Partner Texts
0BPARTNER_ATTR,D,ATTR,0CA_BP-IO,AIM,,F1,BUPA_CENTRAL_ATTR_EXTRACT_BW,BUS000_BW,SAP,11.07.2005,16:55:52,SAP BP: Central Data,SAP BP: BW Extraction Central Data,SAP BP: BW Extraction Central Data
0BP_CCARD_ATTR,D,ATTR,0CA_BP-IO,AIM,,F1,BUPA_CCARD_EXTRACT_BW,BUS0CC_BW,SAP,01.02.2005,08:21:09,SAP BP: Credit Card,SAP BP: BW Extraction Credit Cards,SAP BP: BW Extraction Credit Cards
0IND_SECTOR_HIER,D,HIER,0CA_BP-IO,,,F1,BUEXT_IS_HIERARCHY_TRANSFER,ROHIEROS,SAP,28.08.2002,09:07:08,BP: Industries,BP: Industries of Business Partner,BP: Industries of Business Partner
0BP_CAT_TEXT,D,TEXT,0CA_BP-IO,,,D,BU_TYPE,ROTEXTSTR1,SAP,26.11.2002,08:45:55,Texts for BP Categ.,SAP BP: Texts for BP Category,SAP BP: Extraction of Texts for BP Category
0BP_CONTACT_TEXT,D,TEXT,0CA_BP-IO,,,D,BU_CONTACT,ROTEXTSTR1,SAP,25.11.2002,14:33:05,BP: Contact Permiss.,BP: Contact Permission,BP: Contact Permission
0FS_BP_TAXC,D,ATTR,0FS_BP,AIMD,,V,BPTAXC,VBPTAXC,SAP,27.09.2012,15:27:16,BP: Tax Compliance,BP: Tax Compliance,Business Partner: Tax Compliance
0BPM_WIHEAD,D,TRAN,0BPM,AIE,,F2,BPM_WIHEAD_EXTRACTOR,BPM_WIHEAD,SAP,10.04.2014,17:41:48,Workitems,Workitems,Workitems
0BPM_PROCCAT_TEXT,D,TEXT,0BPM-IO,,,D,BPM_PROCCAT,ROTEXTSTR1,SAP,18.02.2005,13:53:04,BPM Process Category,BPM Process Category,BPM Process Category
0BPM_OBJREL,D,TRAN,0BPM,AIE,,F2,BPM_OBJREL_EXTRACTOR,BPM_OBJREL,SAP,10.04.2014,17:53:30,WI Object Relation,Work item to Object Relation Data,Work item to Object Relation Data
0BPM_LOGHIST,D,TRAN,0BPM,AIE,,F2,BPM_LOGHIST_EXTRACTOR,BPM_LOGHIST,SAP,10.04.2014,17:43:12,Workitem History,Workitem History Data,Workitem History Data
0BPM_LHACTION_TEXT,D,TEXT,0BPM-IO,,,D,BPM_LHACTION,ROTEXTSTR1,SAP,18.02.2005,11:01:45,Actions in LOGHIST,Actions in LOGHIST,Actions in LOGHIST
0BPM_DEADLINES,D,TRAN,0BPM,AIE,,F2,BPM_DEADLINES_EXTRACTOR,BPM_DEADLINES,SAP,10.04.2014,17:32:12,Deadline Data,BPM Extractor Deadline Data for Work Itm,BPM Extractor: Deadline Data for Work Items
0BPM_ALERT_DATA,D,TRAN,0BPM,AIE,,F2,BPM_ALERT_DATA_EXTRACTOR,BPM_ALERT_DATA,SAP,10.04.2014,17:16:49,Alert data,Alert data,Alert data
0FS_BP_REP_DATA,D,ATTR,0FS_BP,AIM,,V,BP1030,BP1030,SAP,11.01.2011,14:22:14,Reg. Reporting Data,BP: Business Partner - Reporting Data,BP: Business Partner - Reporting Data
0FS_BP_RATING,D,ATTR,0FS_BP,AIMD,,V,BP1012,VBP1012,SAP,11.01.2011,14:22:11,Ratings,Ratings,Ratings
0FS_BP_FISC_YEAR,D,ATTR,0FS_BP,AIMD,,V,BP021,VBP021,SAP,11.01.2011,14:22:09,Fiscal Year Info.,Fiscal Year Information,Fiscal Year Information
0FS_BP_EMPL_DATA,D,ATTR,0FS_BP,AIMD,,V,BP011,VBP011,SAP,11.01.2011,14:22:06,Employment Data,Employment Data,Employment Data
0FS_BP_TREASURY_ATTR,D,ATTR,0FS_BP,AIM,,V,BP001,BP001,SAP,11.01.2011,14:22:17,BP: Treasury Data,Business Partner: Treasury Data,Business Partner: Treasury Data
0FS_BP_TENDENCY_TEXT,D,TEXT,0FS_BP,,,D,BP_TENDENCY,ROTEXTSTR1,SAP,11.01.2011,14:22:15,Tendency,Tendency,Tendency
0FS_BP_RISK_GROUP_TEXT,D,TEXT,0FS_BP,,,D,BP_RISK_GROUP,ROTEXTSTR1,SAP,11.01.2011,14:22:14,Risk Group,Risk Group,Risk Group
0FS_BP_ENTITY_REPORT_TEXT,D,TEXT,0FS_BP,,,D,BP_ENTITY_REPORT,ROTEXTSTR1,SAP,11.01.2011,14:22:07,Legal Entity,Legal Entity,Legal Entity
0FS_BP_ENTITY_QUOTA_TEXT,D,TEXT,0FS_BP,,,D,BP_ENTITY_QUOTA,ROTEXTSTR1,SAP,11.01.2011,14:22:07,Par.3/2 Asset Reg.,Par.3/2 Asset Reg.,Par.3/2 Asset Reg.
0FS_BP_DEBTOR_GROUP_TEXT,D,TEXT,0FS_BP,,,D,BP_DEBTOR_GROUP,ROTEXTSTR1,SAP,11.01.2011,14:22:05,Debtor Group,Debtor Group,Debtor Group
0FS_BP_COMP_RE_TEXT,D,TEXT,0FS_BP,,,D,BP_COMP_RE,ROTEXTSTR1,SAP,11.01.2011,14:22:04,Relationship,Organization Relationship,Organization Relationship
0FS_BP_BAL_FLG_TEXT,D,TEXT,0FS_BP,,,D,BP_BAL_FLG,ROTEXTSTR1,SAP,11.01.2011,14:22:02,Bal.Sheet Disp.,Bal.Sheet Disp.,Balance Sheet Display
0BANKKEY_TEXT,D,TEXT,0CA_BP-IO,A,,V,BNKA,BUS_BNKA_BW,SAP,25.11.2002,13:13:02,Bank Key,Bank Key,Bank Key
0FS_BP_ALIAS_NAME,D,ATTR,0FS_BP,AIMD,,V,BKK21,VBKK21,SAP,11.01.2011,14:22:02,Aliases,Business Partner Aliases,Business Partner Aliases
0CAM_STREETCODE_TEXT,D,TEXT,0CA_BP-IO,,,V,ADRSTREETT,ADRSTREETT,SAP,28.08.2002,14:38:42,BAS: Street Codes,BAS: Street Codes,Business Address Services: Street Codes
0CAM_CITYCODE_TEXT,D,TEXT,0CA_BP-IO,,,V,ADRCITYT,ADRCITYT,SAP,28.08.2002,14:38:16,BAS: City Codes,BAS: City Codes,Business Address Services: City Codes
0CAM_CITYPCODE_TEXT,D,TEXT,0CA_BP-IO,,,V,ADRCITYPRT,ADRCITYPRT,SAP,28.08.2002,14:38:28,BAS: Districts,BAS: Districts,Business Address Services: City Codes (Districts)
0RF_SSMATT3_TEXT,D,TEXT,IS-R-IO,,,V,/MAP/V_SSMA3DB,ROXB520114,SAP,20.10.2003,23:23:49,Flexible Charact. 3,Flexible Characteristic 3,Flexible Characteristic 3 for a Markdown Profile
0RF_SSMATT2_TEXT,D,TEXT,IS-R-IO,,,V,/MAP/V_SSMA2DB,ROXB520112,SAP,20.10.2003,23:21:37,Flexible Charact. 2,Flexible Characteristic 2,Flexible Characteristic 2 for a Markdown Profile
0RF_SSMATT1_TEXT,D,TEXT,IS-R-IO,,,V,/MAP/V_SSMA1DB,ROXB520113,SAP,20.10.2003,23:22:40,Flexibe Charact. 1,Flexible Characteristic 1,Flexible Characteristic 1 for a Markdown Profile
0RT_SSMRPER_TEXT,D,TEXT,IS-R-IO,,,D,/MAP/DO_SSMRPER,ROTEXTSTR1,SAP,27.05.2003,17:06:11,Flag Rel. Periods,Flag Relative Periods,Flag Relative Periods
0RF_FIX_DIM_TEXT,D,TEXT,IS-R-IO,,,D,/MAP/DO_FIXDIM,ROTEXTSTR1,SAP,12.04.2010,12:05:41,Fixture Capacity Dim,Fixture Capacity Dimension,Fixture Capacity Dimension
8NPAEMPLYET,A,TEXT,DM-IO,,,V,/BIC/TNPAEMPLYE,/BIC/CE8NPAEMPLYET,BEST,16.05.2025,03:34:33,Employee,Employee,Employee
ZJ_STORE,A,TRAN,0BW_DATASOURCES,AIE,,V,/BIC/AZG_STORE2,ZOXA4H0142,BEST,07.07.2025,15:59:08,Store Data,Store Data,Store Data
ZJ_STORE1,A,TRAN,NEW_HIER_ROOT,AIE,,V,/BIC/AZG_STORE2,ZOXA4H0119,BEST,28.03.2025,23:21:46,Store Data New,Store Data New,Store Data New
ZJ_STOREC,A,TRAN,NEW_HIER_ROOT,,,V,/BIC/AZG_STORE2,ZOXA4H0117,BEST,27.03.2025,17:00:04,store copy data,store copy data,store copy data
80RT_SEAROLLT,A,TEXT,DM-IO,,,V,/BI0/TRT_SEAROLL,/BIC/CE80RT_SEAROLLT,BEST,05.02.2025,05:17:11,Collection,Collection,Collection
80PLANTT,A,TEXT,DM-IO,,,V,/BI0/TPLANT,/BIC/CE80PLANTT,BEST,05.02.2025,05:16:03,Plant,Plant,Plant
80PERSONT,A,TEXT,DM-IO,,,V,/BI0/TPERSON,/BIC/CE80PERSONT,BEST,05.02.2025,05:15:56,Person,Person,Person
80JOBT,A,TEXT,DM-IO,,,V,/BI0/TJOB,/BIC/CE80JOBT,BEST,05.02.2025,05:15:22,Job,Job,Job
80HRPOSITIONT,A,TEXT,DM-IO,,,V,/BI0/THRPOSITION,/BIC/CE80HRPOSITIONT,BEST,05.02.2025,05:15:14,Position,Position,Position
80EMPLOYEET,A,TEXT,DM-IO,,,V,/BI0/TEMPLOYEE,/BIC/CE80EMPLOYEET,BEST,05.09.2025,04:11:22,Employee,Employee,Employee
80BPARTNERT,A,TEXT,DM-IO,,,V,/BI0/TBPARTNER,/BIC/CE80BPARTNERT,BEST,05.02.2025,05:13:20,Business Partner,Business Partner,Business Partner
ZMAT,A,ATTR,NEW_HIER_ROOT,,,V,/BI0/PCALYEAR,ZOXA4H0107,BEST,20.01.2025,22:12:39,Sample,Sample,Sample
0RF_ARTHIER_ACT,D,ATTR,0RT_FS-IO,NEWE,,V,/BI0/ARF_DS0100,/BI0/ARF_DS0100,SAP,16.10.2014,08:40:23,Article Hierarchy,Current Article Hierarchy,Current Article Hierarchy
