Compute ID ,Version,Provider For Query ,GENUNIID,Component Type ,Query ID,Object Status,READMODE,ABAP Code,Created By ,Generation Time ,Generation Date (Last Execution Time),Last Used By ,Definition Changed Time ,Last Chnaged Date,Last Change Of Query Runtime Obj
3VUJ80V2QN7152JHMGTMHP5IJ,D,/RWC/VPBSEG,,REP,RWC_EXPORTQ_BSEG_01,INA,H,,SAP,0,0,SAP,"2,00,90,42,00,84,605",20090420,0
1VDU6Q6W3O0898CEE2PTUPA23,D,/RWC/VPBKPF,,REP,RWC_EXPORTQ_BKPF_01,INA,H,,SAP,0,0,SAP,"2,00,90,42,00,84,319",20090420,0
0008I83HW93DWWI6D3DLWOIJL,D,0D_FC_C01,,REP,RSA_RSFC_FIX1_SREP,INA,H,GP0008I83HW93DWXYPX3EDEBK29,SAP,"2,01,30,72,00,82,812",20130720,SAP,"2,01,30,71,50,81,245",20130715,"2,01,30,72,00,82,812"
8BKJMISHZ2PT2S6H1T23RK0IZ,D,0GHO_C03,,REP,REP_20101209073522,INA,H,,SAP,0,0,SAP,"2,01,01,20,90,81,051",20101209,0
AABAYG8ND2VHM2CAMJ3IY2CO9,D,0PM_C15,,REP,REP_20100805071603,INA,H,,SAP,0,0,SAP,"2,01,00,80,50,73,003",20100805,0
4LKGZ5RANLL6TFDM3MUM0MJZE,D,0PM_C13,,REP,REP_20100729073110,INA,H,,SAP,0,0,SAP,"2,01,00,72,90,81,047",20100729,0
46WD9HCR4T4XYBLLC0W66VJ7I,D,0DF_DS51,,REP,REP_20070824135105,ACT,H,GP472GAQQXWXMWWPIYSG6XEZ3L7,SAP,"2,00,70,91,21,04,508",20070912,SAP,"2,00,70,91,21,15,403",20070912,"2,00,70,91,21,15,410"
003N7L7ESYA7PC57XHOPN1T7T,M,ZG_CSTM,,REP,QWUDVAK,INA,H,,,0,0,BEST,"2,02,50,41,31,11,646",20250413,0
003N7L7ESYA7PC57SF18BA8MA,M,ZG_TEST,,REP,QUERY1,INA,H,,,0,0,BEST,"2,02,50,41,31,11,351",20250413,0
B5SN20NFM04D5OMODIJ83X700,D,0ST_MP01,,REP,QUERY_Q0001,INA,H,,SAP,0,0,SAP,"2,00,60,11,01,35,055",20060110,0
0008I83HW93C61NSBWFZ596NU,D,@3CP_SOINV,,REP,Q5_TICKER,INA,H,,SAP,0,0,SAP,"2,01,21,22,81,32,031",20121228,0
0008I83HW93DWC1P3JTEC0Y0T,D,VP_SOINV,,REP,Q4_DUNNING,INA,X,,SAP,0,0,SAP,"2,01,21,22,80,91,857",20121228,0
0008I83HW93C61N9O6HH8HYUN,D,VP_SOINV,,REP,Q3_FILTER_CONDT,ACT,X,GP0008I83HW93DWCNKRMDQOZN16,SAP,"2,01,30,10,31,42,353",20130103,SAP,"2,01,21,22,81,34,415",20121228,"2,01,30,10,31,42,353"
0008I83HW93C61N83JT2NZ1D9,D,@3AN_OPEN_INVOICE_AMO,,REP,Q2_HIERARCHY,ACT,H,GP0008I83HW93C61NT3ARQ14UR2,SAP,"2,01,21,22,81,33,603",20121228,SAP,"2,01,21,22,80,62,229",20121228,"2,01,21,22,81,33,603"
0008I83HW93C61MCRZ41E2M93,D,@3AN_OPEN_INVOICE_AMO,,REP,Q1_DIMENSION,INA,H,,SAP,0,0,SAP,"2,01,21,22,71,93,532",20121227,0
7KU37C7IG3T7AO1A32DHOHM5K,D,0COL_CUBE,,REP,Q_005,ACT,H,GP7KU37C7IG3T5KDO10PNQWFMOA,SAP,"2,00,61,11,70,35,933",20061117,SAP,"2,00,61,11,70,40,352",20061117,"2,00,61,11,70,40,410"
003N7L7ESYA9FU6VVBCYE1XN4,M,PTSTCOMUN,,REP,PTSTSUNIO,INA,H,,,0,0,BEST,"2,02,50,62,31,13,335",20250623,0
003N7L7ESYA9FU6W63DO1I46U,M,PTSTCOMUN,,REP,PTSTQUERY,INA,H,,,0,0,BEST,"2,02,50,62,31,13,947",20250623,0
003N7L7ESYA9FU6VSP4B2LN63,M,PTSTCOMUN,,REP,PTSTCUNION,INA,H,,,0,0,BEST,"2,02,50,62,31,13,205",20250623,0
5VMJ8Z8YYZ9GOAL28M6HKXMMN,D,0RT_C74,,REP,ORT_C74_Q001,ACT,H,GP0WF852OWTDSK6XBB6XFXMS9XD,SAP,"2,00,20,91,00,70,910",20020910,SAP,"2,00,20,91,00,94,409",20020910,0
5ZSE2IME5CD95S72AZT5RKF67,D,0RT_C73,,REP,ORT_C73_Q003,ACT,H,GP8U0US0TYFERF97GQ8W9UA34G1,SAP,"2,00,20,91,00,72,858",20020910,SAP,"2,00,20,91,00,94,259",20020910,0
BFE4PJ42UK3X28LZHKLRLLXTZ,D,0RT_C01,,REP,ORT_C01_Q0016,ACT,X,GPEZT1RQ7CQAV42HDN0HA911MYV,SAP,"1,99,90,83,10,70,734",19990831,SAP,"1,99,90,83,10,70,734",19990831,0
8HIAF9UBJJXA6701VEYP6LVVK,D,0PC_C01,,REP,OPC_C01_Q0042,INA,H,GP9FLWSL7THNS0GXX19YB2NS6G0,SAP,"2,00,00,81,01,62,353",20000810,SAP,"2,00,00,81,01,62,522",20000810,0
0O2M7SEG0FWLI928Z56YXCVQO,D,0CIC_MP03,,REP,OIC_MP03_Q0001,INA,H,,SAP,0,0,SAP,"2,00,60,60,22,15,721",20060602,0
7KU37C7GI8C3XT4ORRLX8DIIP,D,0TSW_C05,,REP,NOMSUBITEM_DETAILS,INA,H,,SAP,0,0,SAP,"2,00,61,20,41,10,958",20061204,0
7KU37C7GI8C3XFZSWV0P4CE0G,D,0TSW_C04,,REP,NOMLD_QUERY1,ACT,H,GP7KU37C7GI8C27DMYPMWHGMZO9,SAP,"2,00,61,01,61,10,059",20061016,SAP,"2,00,60,80,40,83,450",20060804,"2,00,61,01,61,10,059"
7KU37C7GI8C3XLD1S5JZ4CVXR,D,0TSW_C01,,REP,NOMEVENT_DETAILS,ACT,H,GP7KU37C7IG3T7AI1SQOXYSJHXV,SAP,"2,00,60,92,20,81,332",20060922,SAP,"2,00,60,92,20,81,047",20060922,"2,00,60,92,20,81,332"
7KU37C7GI8C3XFUHC5JA0CX5U,D,0TSW_C01,,REP,NOM_DETAILS,ACT,H,GP7KU37C7GI8C3XI4ATCYPPH4T8,SAP,"2,00,60,82,31,12,744",20060823,SAP,"2,00,60,82,31,12,727",20060823,"2,00,60,82,31,12,744"
003N7L7ESYA7PC6Y1Q8ZDFMJU,M,N4COCP06A,,REP,N4COCP06A_R0616G_Q001,INA,H,,,0,0,BEST,"2,02,50,41,40,84,016",20250414,0
31B4S8T8QP9BOT7V5ZA4FPUNP,D,0RT_C41,,REP,MDF_BW_Q02,INA,H,,SAP,0,0,SAP,"2,00,10,52,10,92,921",20010521,0
6AL7Y6PN6N5Q2GSJITSNVX2LX,D,0RT_C01,,REP,MDF_BW_Q01,INA,H,,SAP,0,0,SAP,"2,00,10,52,10,92,716",20010521,0
003N7L7ESYA7PC7GYS3WANQCH,M,ZG_CSTM,,REP,FGHJKJHGBN,INA,H,,,0,0,BEST,"2,02,50,41,41,51,110",20250414,0
0008I83HW93C62AOYD9NGKCKS,D,@3AN_OPEN_INVOICE_AMO,,REP,EPM_OIA_QUERY_MULTI_DIMENSION,INA,H,,SAP,0,0,SAP,"2,01,30,10,40,70,909",20130104,0
0008I83HW93C62AOZXBC4Q9Y8,D,@3AN_OPEN_INVOICE_AMO,,REP,EPM_OIA_QUERY_HIERARCHY,ACT,H,GP0008I83HW93DWD5JNUJBOJPK8,SAP,"2,01,30,10,71,90,012",20130107,SAP,"2,01,30,10,80,72,525",20130108,"2,01,30,10,80,72,555"
0008I83HW93C62QKGOAR22PT8,D,VP_SOINV,,REP,EPM_OIA_QUERY_FILTER_CONDT,ACT,X,GP0008I83HW93C62QL6D4CVTRK2,SAP,"2,01,30,10,71,00,224",20130107,SAP,"2,01,30,10,71,80,904",20130107,"2,01,30,10,71,81,133"
0008I83HW93C62AP1M5AUIMLI,D,VP_SOINV,,REP,EPM_OIA_QUERY_FILTER_CONDT,INA,X,,SAP,0,0,SAP,"2,01,30,10,40,71,100",20130104,0
0008I83HW93DWD5GCLXGGENVB,D,VP_DUNN,,REP,EPM_OIA_QUERY_DUNNING,INA,X,,SAP,0,0,SAP,"2,01,30,10,71,75,207",20130107,0
EJS43SGGDVADB90XABG4MKZ33,D,0D_DECU,,REP,DECUQUERY1,ACT,X,GP1FKAWSW1RWKNT60Y2EG8NEJ5Z,SAP,"1,99,90,61,11,21,946",19990611,SAP,"1,99,90,61,80,71,226",19990618,0
003N7L7ESYA9FYR9SW1KJQCS6,M,CZD_AGG,,SOB,CZD_FILTER2_FORMULA,INA,H,,,0,0,BEST,"2,02,50,80,61,61,150",20250806,0
003N7L7ESYA9FYR989U86W7WZ,M,CZD_AGG,,SOB,CZD_FILTER1,INA,H,,,0,0,BEST,"2,02,50,80,61,55,959",20250806,0
003N7L7ESYA7PRGJGL5AVX534,M,ZG_SALES,,REP,ASDFGHJ,INA,H,,,0,0,BEST,"2,02,50,90,21,73,243",20250902,0
3SLCJYYLFHEIPKQQS7HG2GTBJ,D,0ICH_C02,,REP,ALERTRATING,INA,H,GP8IPFFWNOYMWCWPIO9DZ8S1LT5,SAP,"2,00,40,13,01,64,802",20040130,SAP,"2,00,40,13,01,64,729",20040130,"2,00,40,13,01,64,802"
45ABITKY3RHI8YVML3LVLZBI7,D,0XSA_MP03,,REP,0XSA_MP03_Q0001,ACT,X,GP47F0I07IUT2KKWVVKQWKNFUV2,SAP,"2,00,71,00,91,20,438",20071009,SAP,"2,00,70,92,61,53,743",20070926,"2,00,71,00,91,20,438"
453IGS10YU5D83VVDXZGYPA0U,D,0XSA_MP02,,REP,0XSA_MP02_Q0006,ACT,X,GP45QF2ZXW0VA590ZGW1N8GD79B,SAP,"2,00,70,51,11,15,313",20070511,SAP,"2,00,70,51,02,20,250",20070510,"2,00,70,51,11,23,159"
45KI13CFSB6GF377K56QCWXKV,D,0XSA_MP01,,REP,0XSA_MP01_Q2001,ACT,H,GP45LZULIGWEIVKXS9WMTYXWWLB,SAP,"2,00,70,42,80,02,624",20070428,SAP,"2,00,70,42,80,02,340",20070428,"2,00,70,42,80,03,421"
45I055VDD6K8QI97ANOI96HVI,D,0XSA_MP01,,REP,0XSA_MP01_Q1002,ACT,H,GP47RJVMZQPPNQTOALH0WESAUWB,SAP,"2,00,71,11,31,50,632",20071113,SAP,"2,00,71,11,31,50,558",20071113,"2,00,71,11,31,50,754"
4558X1GN6WGLOUEH8LZU7Y0HR,D,0XSA_MP01,,REP,0XSA_MP01_Q0003,ACT,H,GP47RCQHFNWT5WP4N8WZIZ62SXQ,SAP,"2,00,71,10,81,40,717",20071108,SAP,"2,00,71,11,00,02,243",20071110,"2,00,71,11,00,02,403"
454OR5RG1ZXBHZDZMVEN7ERJZ,D,0XSA_MP01,,REP,0XSA_MP01_Q0002,ACT,H,GP47R90BE50E0AS8YHV6KYBYKU6,SAP,"2,00,71,10,81,40,655",20071108,SAP,"2,00,71,11,00,02,243",20071110,"2,00,71,11,00,02,347"
D4JI6I9ZJ6JF563USMNN8X5BL,D,0IEP_C02,,REP,0XIEP_C02_Q0001,ACT,H,GP3RRUWXQZPSZBMJIEYBLJT17E8,SAP,"2,00,51,12,12,35,301",20051121,SAP,"2,00,51,11,81,14,408",20051118,"2,00,51,12,12,35,301"
457ZP0RPJBR6CLQ522WBH5O1R,D,0XARUNSP_ID,,REP,0XARUNSP_ID_Q0001,ACT,H,GP45RBMXJMKZPUW8MF88SOXZDOE,SAP,"2,00,70,51,11,15,055",20070511,SAP,"2,00,70,51,11,15,239",20070511,"2,00,70,51,11,15,240"
4GN1RFD1L43VE0W288EG8VE3U,D,0WT_DS61,,REP,0WT_DS61_Q0002,INA,H,,SAP,0,0,SAP,"2,01,00,12,30,92,657",20100123,0
3T724RSIHWYHT4VVVZLOZBBCA,D,0WT_DS61,,REP,0WT_DS61_Q0001,INA,H,,SAP,0,0,SAP,"2,01,00,12,30,92,655",20100123,0
4K9UW18QWKX9JBNK3UMCFWPUN,D,0CAS_IS01,,REP,0WS_O02_Q0002,ACT,X,GP5E40YOP23XANJQ7F32JO8FQ3J,SAP,"2,00,20,42,61,01,536",20020426,SAP,"2,00,20,42,61,01,640",20020426,0
7KU37C7IG3T7APNWNLF12TFEJ,D,0WS_MC06,,REP,0WS_MC06_Q0002,ACT,H,GP45INYXFL6MDB3VTYVIYTXA9Z3,SAP,"2,00,70,41,91,32,651",20070419,SAP,"2,00,70,30,62,24,312",20070306,"2,00,70,41,91,32,651"
7KU37C7IG3T5KF89NAHBAUR6S,D,0WS_MC06,,REP,0WS_MC06_Q0001,ACT,H,GP45O6SG3LPZD7DRC3QOYUW2J9B,SAP,"2,00,70,50,31,65,706",20070503,SAP,"2,00,70,50,31,65,343",20070503,"2,00,70,50,31,65,706"
7KU37C7IG3T5KF88ZJVVVHLNX,D,0WS_MC05,,REP,0WS_MC05_Q0006,ACT,H,GP45INYF2ZVYICM1DCXPDHWLCE7,SAP,"2,00,70,41,91,32,608",20070419,SAP,"2,00,70,30,62,24,450",20070306,"2,00,70,41,91,32,608"
7KU37C7IG3T7APMELXB38X63Z,D,0WS_MC05,,REP,0WS_MC05_Q0005,ACT,H,GP45NP6WJBJI8T5697EE6JFG9VI,SAP,"2,00,70,50,31,31,828",20070503,SAP,"2,00,70,50,31,65,205",20070503,"2,00,70,50,31,65,620"
7KU37C7GI8C27IJLKKQR7O83T,D,0WS_MC05,,REP,0WS_MC05_Q0004,ACT,H,GP45O6S1DLDNRAOK24K2HBMAZUN,SAP,"2,00,70,50,31,65,542",20070503,SAP,"2,00,70,50,31,65,110",20070503,"2,00,70,50,31,65,542"
7KU37C7IG3T5KF7XV01PGHHAC,D,0WS_MC05,,REP,0WS_MC05_Q0003,ACT,H,GP45QQ8Q34H2JYRCY7OZMAW1ZB2,SAP,"2,00,70,51,02,14,923",20070510,SAP,"2,00,70,51,11,82,141",20070511,"2,00,70,51,11,82,404"
7KU37C7GI8C3XSK28NU9SZXYY,D,0WS_MC05,,REP,0WS_MC05_Q0002,ACT,H,GP45O6RTWQY0NHKN5EVU7DUE8SF,SAP,"2,00,70,50,31,65,441",20070503,SAP,"2,00,70,50,31,64,911",20070503,"2,00,70,50,31,65,441"
7KU37C7GI8C3XSJSA49XU7SQH,D,0WS_MC05,,REP,0WS_MC05_Q0001,ACT,H,GP45P1AZQA3SUFL93AN58RHLTKV,SAP,"2,00,70,50,81,72,905",20070508,SAP,"2,00,70,50,81,72,839",20070508,"2,00,70,50,81,72,905"
7KU37C7GI8C27F81MWGNEH6SE,D,0WS_MC01,,REP,0WS_MC01_Q0001,ACT,H,GP45TBLT2D2XC03CTXO2KU991J2,SAP,"2,00,70,51,71,44,540",20070517,SAP,"2,00,70,51,71,44,424",20070517,"2,00,70,51,71,44,540"
DDIIYUZAOK0MB80CO4WWPZ7T8,D,0WS_C01,,REP,0WS_C01_Q0005,ACT,H,GPEDQVHIBE01M0R53WABYT1H5JG,SAP,"2,00,20,72,30,83,032",20020723,SAP,"2,00,20,72,30,84,005",20020723,0
72RQ5TWWXBPA4ZNO8HVG94H5B,D,0WS_C01,,REP,0WS_C01_Q0004,ACT,H,GP6DW1BIF606AZ13N7CYMURV7M4,SAP,"2,00,20,80,11,24,349",20020801,SAP,"2,00,20,80,11,24,726",20020801,0
4A88CF8BCXYYZJV1A1CH62AFG,D,0WS_C01,,REP,0WS_C01_Q0003,INA,H,,SAP,0,0,SAP,"2,00,20,72,21,51,845",20020722,0
AY8ERUCPALPO43QP558G9APR3,D,0WS_C01,,REP,0WS_C01_Q0002,ACT,H,GPA72PD20FMK2VZKGBFEZXYZ8EK,SAP,"2,00,20,80,51,05,650",20020805,SAP,"2,00,20,80,51,24,028",20020805,0
74QE765IZFVTVSOEDF261KZBJ,D,0WS_C01,,REP,0WS_C01_Q0001,ACT,H,GPEON2HN5DUQHMRR6BRHX5VA7Z3,SAP,"2,00,20,42,91,14,220",20020429,SAP,"2,00,20,42,91,14,449",20020429,0
7KU37C7IG3T7ANZWQEFBAF2MZ,D,0WS_A04,,REP,0WS_A04_Q0001,INA,H,GP44Q3EUN0TUA8EB1F2C1LRUL8F,SAP,"2,00,70,20,61,53,935",20070206,SAP,"2,00,61,20,51,63,027",20061205,"2,00,70,20,71,64,438"
7KU37C7IG3T7ANG5OJYEMCQTW,D,0WS_A03,,REP,0WS_A03_Q0001,ACT,H,GP452H44HIAEF5I1RWEO7CTJ8XQ,SAP,"2,00,70,31,62,05,444",20070316,SAP,"2,00,70,20,92,03,205",20070209,"2,00,70,31,62,05,941"
7KU37C7GI8C3XQRTIJDHDNDCY,D,0WS_A02,,REP,0WS_A02_Q0001,INA,H,GP8VLA3JC9RUITU7TYX29OXWGMP,SAP,"2,00,70,20,11,61,351",20070201,SAP,"2,00,61,20,42,24,136",20061204,"2,00,70,20,11,61,351"
0B9KF5466ZSVV2MFQ071IFNUE,D,0WM_MP21,,REP,0WM_MP21_Q0001_DB,ACT,H,GPCWYI93CQPWV4AHYLDCC8Y7FJQ,SAP,"2,01,20,42,51,45,310",20120425,SAP,"2,01,20,42,51,45,119",20120425,"2,01,20,42,51,45,347"
AWF9I655MHSBH0NQFZA90PUUV,D,0WM_MP21,,REP,0WM_MP21_Q0001,ACT,H,GPBOYSY27QDTRO4NVBG6W8UCPYU,SAP,"2,01,20,41,71,30,359",20120417,SAP,"2,01,20,42,50,85,005",20120425,"2,01,20,42,50,85,017"
86UW3KDVN3U9EGKAIVDWKURUF,D,0WM_MP19,,REP,0WM_MP19_Q0001,ACT,H,GP8UUIVDDP34P8J0I52U4F8BGJA,SAP,"2,01,20,40,41,12,405",20120404,SAP,"2,01,20,22,31,03,716",20120223,"2,01,20,40,41,12,405"
8O2X636ZPNAKAAN75OXY0NFL7,D,0WM_MP17,,REP,0WM_MP17_Q0002,ACT,H,GPC5M5NNY3FE03XA76NWWJEYIK6,SAP,"2,01,20,22,41,42,510",20120224,SAP,"2,01,20,22,41,42,506",20120224,"2,01,20,22,41,42,510"
CHCKN7MTDCYDWSTV2R2884WQ3,D,0WM_MP17,,REP,0WM_MP17_Q0001,ACT,H,GPEMQVIGFFYE5FJI914ZN68N5O6,SAP,"2,01,20,22,31,30,341",20120223,SAP,"2,01,20,22,22,00,223",20120222,"2,01,20,22,31,30,341"
249U70K117XW55JC2WB8I0JVU,D,0WM_MP16,,REP,0WM_MP16_Q0002,ACT,H,GP1DY3VHNPSUJHQXG7EQA8PZXBR,SAP,"2,01,20,32,80,72,016",20120328,SAP,"2,01,20,22,31,35,007",20120223,"2,01,20,32,80,72,016"
D0F6NPZRMKKARHCGOCXRPKAEI,D,0WM_MP16,,REP,0WM_MP16_Q0001,ACT,H,GPAELZVY3WG14GETSDM3AFR5186,SAP,"2,01,20,40,41,42,735",20120404,SAP,"2,01,20,22,31,34,924",20120223,"2,01,20,40,41,42,735"
3O46T3LOY39IVLS7EGWRGCWON,D,0WM_MP14,,REP,0WM_MP14_Q0001_DB,ACT,H,GPCWGQSQ22MTG758PPPHSZUBLOI,SAP,"2,01,20,30,51,63,826",20120305,SAP,"2,01,20,22,40,92,513",20120224,"2,01,20,30,51,63,826"
4P6CZ9XSDMMP39Z7S8OUHH0OB,D,0WM_MP14,,REP,0WM_MP14_Q0001,ACT,H,GP0K2ZJA0LUS0GH7PJ0S54I645E,SAP,"2,01,20,22,31,44,153",20120223,SAP,"2,01,20,22,22,00,034",20120222,"2,01,20,22,31,44,153"
EX56CA8X9PQ8IZE98A37VUPBE,D,0WM_MP13,,REP,0WM_MP13_Q0002,ACT,H,GPA63MW5TIX3AL51VBNQL369W1J,SAP,"2,01,20,22,82,02,420",20120228,SAP,"2,01,20,22,41,42,357",20120224,"2,01,20,22,82,02,420"
D085OXB3C8N5FOSYMZA34T3FT,D,0WM_MP13,,REP,0WM_MP13_Q0001,ACT,H,GP8X3G164R0KF2BVH47IWZOJ0CI,SAP,"2,01,20,40,31,55,010",20120403,SAP,"2,01,20,22,21,95,918",20120222,"2,01,20,40,31,55,010"
8V1160B99QZYQAHVBK1ADXKS7,D,0WM_MP12,,REP,0WM_MP12_Q0004,ACT,H,GPAECEKRKK0FWHG36BWG08HDO53,SAP,"2,01,20,40,31,52,554",20120403,SAP,"2,01,20,22,81,81,154",20120228,"2,01,20,40,31,52,554"
7J907TQJ7VRSI9XAL77A8NRSM,D,0WM_MP12,,REP,0WM_MP12_Q0003_DB,ACT,H,GP5PKKQLM7M10RHBDTWTFU0077M,SAP,"2,01,20,22,31,53,439",20120223,SAP,"2,01,20,22,31,52,809",20120223,"2,01,20,22,31,53,439"
4AKBK3DUUNSW59P9GBN7VPSBV,D,0WM_MP12,,REP,0WM_MP12_Q0003,ACT,H,GP9M7CMC6YL4BQNOTGMQYZ57IWM,SAP,"2,01,20,32,20,95,648",20120322,SAP,"2,01,20,22,21,95,834",20120222,"2,01,20,32,20,95,648"
001V8JVP5CZ3KOG83C90MCUPI,D,0WM_MP12,,REP,0WM_MP12_Q0002_DB,ACT,H,GPEMFRTYTLTKA0YMI6XMU0J7C76,SAP,"2,01,20,21,51,64,131",20120215,SAP,"2,01,20,22,01,02,905",20120220,"2,01,20,22,01,02,910"
6LF7SQEQM5377I3QW3UYMK2AY,D,0WM_MP12,,REP,0WM_MP12_Q0002,ACT,H,GPCWGROL14O3RHFF6D8LUFZW136,SAP,"2,01,20,32,11,40,657",20120321,SAP,"2,01,20,22,41,42,228",20120224,"2,01,20,32,11,40,724"
3FT2QVI6BGCPFXYOSHKQA2YD3,D,0WM_MP12,,REP,0WM_MP12_Q0001_DB,ACT,H,GP67MBPLY2AWBP2DHAHC025ZAF6,SAP,"2,01,20,21,51,64,309",20120215,SAP,"2,01,20,22,01,03,149",20120220,"2,01,20,22,01,03,155"
458CSJPMPKMRIRYLQBHWMLLM2,D,0WM_MP12,,REP,0WM_MP12_Q0001,ACT,H,GP0K1914PEC81HRQ5E4ZSCJAET3,SAP,"2,01,20,40,31,50,153",20120403,SAP,"2,01,20,40,31,50,140",20120403,"2,01,20,40,31,50,357"
268DIERQ9ZXQSO3T4VMHNQR3F,D,0WM_MP11,,REP,0WM_MP11_Q0003,ACT,H,GP6JUFSKEGNJSCLA15XD09SW77A,SAP,"2,01,20,50,41,52,354",20120504,SAP,"2,01,20,22,21,95,720",20120222,"2,01,20,50,41,52,437"
2J5TP3XRN9QDBUPBECP0A6KDL,D,0WM_MP11,,REP,0WM_MP11_Q0002,ACT,H,GP43XO1XJQR1DPNPGO5577POSQQ,SAP,"2,01,20,22,31,43,102",20120223,SAP,"2,01,20,22,21,95,659",20120222,"2,01,20,22,31,43,102"
69GV0FBAK9445FHSXEZVB9Y82,D,0WM_MP11,,REP,0WM_MP11_Q0001_DB,ACT,H,GP8316MZH12B1G56C909C2RMVLJ,SAP,"2,01,20,40,31,33,949",20120403,SAP,"2,01,20,22,40,92,548",20120224,"2,01,20,40,31,33,949"
F356XKVQTXBQIFVKTEUTXAZE3,D,0WM_MP11,,REP,0WM_MP11_Q0001,ACT,H,GPEJBGEX4ZJ6U4RYXOEKOPDW3UE,SAP,"2,01,20,40,31,31,126",20120403,SAP,"2,01,20,40,31,25,757",20120403,"2,01,20,40,31,31,126"
43ZD9K717BT0L68IX5M7BO83J,D,0WM_MP07,,REP,0WM_MP07_Q0001,INA,H,GP459VD4DO6532ZORW3ZL3MG35R,SAP,"2,00,70,32,90,75,142",20070329,SAP,"2,00,61,20,71,74,227",20061207,"2,00,70,32,90,75,226"
5X3WRZAGW9LQDCJSP1AXF73MR,D,0WM_MP06,,REP,0WM_MP06_Q0002,INA,H,,SAP,0,0,SAP,"2,00,90,90,11,21,206",20090901,0
EL7RRYHX6A8TITKUV9C1173XS,D,0WM_MP06,,REP,0WM_MP06_Q0001,ACT,H,GP43YK9BZ3JT49IJ2X5RAG74K5B,SAP,"2,00,61,12,81,50,801",20061128,SAP,"2,00,61,12,71,10,053",20061127,"2,00,61,12,81,50,801"
28BCHBQQ7AKPYV5Y6JVTHEUG9,D,0WM_MP05,,REP,0WM_MP05_Q0008,ACT,H,GP2KCSG9NF0FOGGQEEQXVIQIXKM,SAP,"2,01,20,22,41,42,625",20120224,SAP,"2,01,20,22,41,42,619",20120224,"2,01,20,22,41,42,625"
6I0MU28T1NBB1M5FM7EBFSOMI,D,0WM_MP05,,REP,0WM_MP05_Q0007,ACT,H,GP99QNFJVC3P64LCERS6D5ZFHBR,SAP,"2,01,20,22,91,84,747",20120229,SAP,"2,01,20,22,22,02,803",20120222,"2,01,20,22,91,84,747"
8TJ9WFS1CHHZ05ZI0IKWY1962,D,0WM_MP05,,REP,0WM_MP05_Q0006,ACT,H,GP4IAYZ2N5VNOOYWE11RZANUJCM,SAP,"2,01,20,22,31,42,720",20120223,SAP,"2,01,20,22,21,95,457",20120222,"2,01,20,22,31,42,720"
AWAOU39ATYWSQZNRUFHW668IZ,D,0WM_MP05,,REP,0WM_MP05_Q0005,ACT,H,GP36V7W6ZYGW99CMCO9U505Q452,SAP,"2,01,20,22,81,82,145",20120228,SAP,"2,01,20,22,21,95,430",20120222,"2,01,20,22,81,82,145"
1WBDYB677UMINXC64CXK2PU3V,D,0WM_MP05,,REP,0WM_MP05_Q0004,ACT,H,GPCA0EJNA71B5AF1Z8RFWL2IDTU,SAP,"2,01,20,22,31,41,632",20120223,SAP,"2,01,20,22,21,95,120",20120222,"2,01,20,22,31,41,632"
BC6U6CLZF79BSIIX2CZO4HHGP,D,0WM_MP05,,REP,0WM_MP05_Q0003,ACT,H,GPBYNE3L5RJ2NC3DDY4YC630SQE,SAP,"2,01,20,42,41,45,248",20120424,SAP,"2,01,20,42,61,13,856",20120426,"2,01,20,42,41,45,248"
43Z9DPJ56YVS7AJ6B75T45S73,D,0WM_MP05,,REP,0WM_MP05_Q0002,ACT,H,GP62XOUMPGFS52PSV4V78WNBEEO,SAP,"2,00,61,21,91,33,521",20061219,SAP,"2,00,61,20,41,52,936",20061204,"2,00,61,21,91,33,521"
43Z9DFPSYR56EHOIUS649NF9B,D,0WM_MP05,,REP,0WM_MP05_Q0001,ACT,H,GP5K7YSIHCFYI3SJH4LXY4144KQ,SAP,"2,00,90,90,31,65,050",20090903,SAP,"2,00,61,20,41,52,434",20061204,"2,00,90,90,31,65,050"
C55RLK2YHPLTA2SCZS0JGH9KB,D,0WM_MP04,,REP,0WM_MP04_Q0002,ACT,H,GPEVSYN4BAZV4SD5GB7UR5ONYWY,SAP,"2,01,20,22,31,42,432",20120223,SAP,"2,01,20,22,22,01,754",20120222,"2,01,20,22,31,42,432"
7XR5SKGCI1CD3IAYRB5K9KS6O,D,0WM_MP04,,REP,0WM_MP04_Q0001,ACT,H,GPELLSJ4CVJ68X9BPD40P7C5K02,SAP,"2,01,20,20,82,02,129",20120208,SAP,"2,01,20,20,81,40,919",20120208,"2,01,20,20,82,02,129"
8GCT82XP0ETF6V747BAKQCLCZ,D,0WM_MP03,,REP,0WM_MP03_Q0003,INA,H,,SAP,0,0,SAP,"2,00,91,00,21,00,945",20091002,0
2Z5S22S42KKS6LOQME7EYA4V7,D,0WM_MP03,,REP,0WM_MP03_Q0002,ACT,H,GP0NBOHXQ2LA0FVACIYA3O49Q96,SAP,"2,00,90,90,31,64,956",20090903,SAP,"2,00,90,90,11,33,401",20090901,"2,00,90,90,31,64,956"
AKIQRE344F3M426WABY8NXHDD,D,0WM_MP03,,REP,0WM_MP03_Q0001,INA,H,,SAP,0,0,SAP,"2,00,61,11,01,45,327",20061110,0
